ticker,cik,valid_from,valid_to,display_name,verdict,evidence
WDAY,0001327811,2024-12-23,,"Workday, Inc.",今日對照,"成分期由 2024-12-23 起一路未結束,代號今日仍屬 0001327811"
WDC,0000106040,2009-07-01,,Western Digital,今日對照,"成分期由 2009-07-01 起一路未結束,代號今日仍屬 0000106040"
WEC,0000783325,2008-10-31,,WEC Energy Group,今日對照,"成分期由 2008-10-31 起一路未結束,代號今日仍屬 0000783325"
WELL,0000766704,2009-01-30,,Welltower,今日對照,"成分期由 2009-01-30 起一路未結束,代號今日仍屬 0000766704"
WFC,0000072971,1996-01-02,,Wells Fargo,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000072971"
WHR,0000106640,1996-01-02,2024-03-18,,今日對照·已核實,"成分期 1996-01-02~2024-03-18 結束後,0000106640 未改過名(現名 WHIRLPOOL CORP /DE/);視為同一實體一路持有"
WM,0000823768,1998-07-17,,Waste Management,今日對照,"成分期由 1998-07-17 起一路未結束,代號今日仍屬 0000823768"
WMB,0000107263,1996-01-02,,Williams Companies,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000107263"
WMT,0000104169,1996-01-02,,Walmart,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000104169"
WRB,0000011544,2019-12-05,,W. R. Berkley Corporation,今日對照,"成分期由 2019-12-05 起一路未結束,代號今日仍屬 0000011544"
WSM,0000719955,2025-03-24,,"Williams-Sonoma, Inc.",今日對照,"成分期由 2025-03-24 起一路未結束,代號今日仍屬 0000719955"
WST,0000105770,2020-05-22,,West Pharmaceutical Services,今日對照,"成分期由 2020-05-22 起一路未結束,代號今日仍屬 0000105770"
WTW,0001140536,2022-01-10,,Willis Towers Watson,今日對照,"成分期由 2022-01-10 起一路未結束,代號今日仍屬 0001140536"
WU,0001365135,2006-10-02,2021-12-20,,今日對照·已核實,"成分期 2006-10-02~2021-12-20 結束後,0001365135 未改過名(現名 Western Union CO);視為同一實體一路持有"
WY,0000106535,1996-01-02,,Weyerhaeuser,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000106535"
WYNN,0001174922,2008-11-14,,Wynn Resorts,今日對照,"成分期由 2008-11-14 起一路未結束,代號今日仍屬 0001174922"
XEL,0000072903,1996-01-02,,Xcel Energy,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0000072903"
XOM,0002115436,1996-01-02,,ExxonMobil,今日對照,"成分期由 1996-01-02 起一路未結束,代號今日仍屬 0002115436"
XRAY,0000818479,2008-11-14,2024-04-02,,今日對照·已核實,"成分期 2008-11-14~2024-04-02 結束後,0000818479 未改過名(現名 DENTSPLY SIRONA Inc.);視為同一實體一路持有"
XRX,0001770450,1996-01-02,2021-03-22,,今日對照·已核實,"成分期 1996-01-02~2021-03-22 結束後,0001770450 未改過名(現名 Xerox Holdings Corp);視為同一實體一路持有"
XYL,0001524472,2011-11-01,,Xylem Inc.,今日對照,"成分期由 2011-11-01 起一路未結束,代號今日仍屬 0001524472"
XYZ,0001512673,2025-07-23,,"Block, Inc.",今日對照,"成分期由 2025-07-23 起一路未結束,代號今日仍屬 0001512673"
YUM,0001041061,1997-10-07,,Yum! Brands,今日對照,"成分期由 1997-10-07 起一路未結束,代號今日仍屬 0001041061"
ZBH,0001136869,2001-08-07,,Zimmer Biomet,今日對照,"成分期由 2001-08-07 起一路未結束,代號今日仍屬 0001136869"
ZBRA,0000877212,2019-12-23,,Zebra Technologies,今日對照,"成分期由 2019-12-23 起一路未結束,代號今日仍屬 0000877212"
ZION,0000109380,2001-06-25,2024-03-18,,今日對照·已核實,"成分期 2001-06-25~2024-03-18 結束後,0000109380 未改過名(現名 ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/);視為同一實體一路持有"
ZTS,0001555280,2013-06-24,,Zoetis,今日對照,"成分期由 2013-06-24 起一路未結束,代號今日仍屬 0001555280"
