ticker,display_name,joined_on,left_on,delisted_or_removed,cik,cik_source,cik_note
JCP,,1996-01-02,2013-12-02,True,,,no display_name recorded; ticker not in anchors nor current map
JEC,,2007-10-26,2019-12-10,True,0000052988,edgar_full_text_search,"全文檢索:成分期 2007-10-26~2019-12-10 內 67/100 份 10-K/10-Q 印有代號 JEC,全屬 0000052988(JACOBS SOLUTIONS INC.);該 CIK 申報期 1994-01-04~2026-08-14 覆蓋成分期"
JEF,,2007-08-27,2019-09-26,True,0000096223,anchors,同一實體改名·非回收
JH,,1996-01-02,1998-04-01,True,,,no display_name recorded; ticker not in anchors nor current map
JHF,,2001-06-29,2004-04-29,True,,,no display_name recorded; ticker not in anchors nor current map
JKHY,Jack Henry & Associates,2018-11-13,,False,0000779152,anchors,今日對照
JNJ,Johnson & Johnson,1996-01-02,,False,0000200406,anchors,今日對照
JNPR,,2006-06-02,2025-07-09,True,0001043604,edgar_full_text_search,"全文檢索:成分期 2006-06-02~2025-07-09 內 100/100 份 10-K/10-Q 印有代號 JNPR,全屬 0001043604(JUNIPER NETWORKS INC);該 CIK 申報期 1999-04-21~2025-07-14 覆蓋成分期"
JNS,,2000-07-13,2011-11-23,True,0001065865,edgar_full_text_search,"全文檢索:成分期 2000-07-13~2011-11-23 內 37/59 份 10-K/10-Q 印有代號 JNS,全屬 0001065865(JANUS CAPITAL GROUP INC);該 CIK 申報期 1999-08-18~2018-02-09 覆蓋成分期"
JNY,,2001-12-17,2009-03-04,True,,,no display_name recorded; ticker not in anchors nor current map
JOS,,1996-01-02,2000-05-10,True,,,no display_name recorded; ticker not in anchors nor current map
JOY,,2011-02-28,2015-10-08,True,0000801898,edgar_full_text_search,"全文檢索:成分期 2011-02-28~2015-10-08 內 79/100 份 10-K/10-Q 印有代號 JOY,全屬 0000801898(JOY GLOBAL INC);該 CIK 申報期 1994-02-08~2017-04-17 覆蓋成分期"
JP,,1996-01-02,2006-04-03,True,,,no display_name recorded; ticker not in anchors nor current map
JPM,JPMorgan Chase,1996-01-02,,False,0000019617,anchors,今日對照
JWN,,1996-01-02,2020-06-22,True,0000072333,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2020-06-22 內 100/100 份 10-K/10-Q 印有代號 JWN,全屬 0000072333(NORDSTROM INC);該 CIK 申報期 1994-02-10~2025-06-02 覆蓋成分期"
K,,1996-01-02,2025-12-11,True,,,no display_name recorded; ticker not in anchors nor current map
KATE,,1996-01-02,2008-12-02,True,,,no display_name recorded; ticker not in anchors nor current map
KBH,,1996-01-02,2009-12-21,True,,,no display_name recorded; ticker not in anchors nor current map
KDP,Keurig Dr Pepper,2008-10-07,,False,0001418135,anchors,今日對照·已核實
KEY,KeyCorp,1996-01-02,,False,0000091576,anchors,今日對照
KEYS,Keysight Technologies,2018-11-06,,False,0001601046,anchors,今日對照
KG,,2000-10-03,2010-12-20,True,,,no display_name recorded; ticker not in anchors nor current map
KHC,Kraft Heinz,2015-07-06,,False,0001637459,anchors,今日對照
KIM,Kimco Realty,2006-04-03,,False,0000879101,anchors,今日對照
KKR,KKR & Co.,2024-06-24,,False,0001404912,anchors,今日對照
KLAC,KLA Corporation,1997-09-15,,False,0000319201,anchors,今日對照
KM,,1996-01-02,2002-01-17,True,,,no display_name recorded; ticker not in anchors nor current map
KMB,Kimberly-Clark,1996-01-02,,False,0000055785,anchors,今日對照
KMG,,1996-01-02,2006-08-11,True,,,no display_name recorded; ticker not in anchors nor current map
KMI,Kinder Morgan,2000-12-12,,False,0001506307,anchors,今日對照
KMX,,2010-06-28,2025-10-31,True,0001170010,anchors,今日對照·已核實
KO,Coca-Cola Company (The),1996-01-02,,False,0000021344,anchors,今日對照
KORS,,2013-11-13,2018-09-19,True,0001530721,edgar_full_text_search,"全文檢索:成分期 2013-11-13~2018-09-19 內 84/104 份 10-K/10-Q 印有代號 KORS,全屬 0001530721(Capri Holdings Ltd);該 CIK 申報期 2011-12-02~2026-08-27 覆蓋成分期"
KR,Kroger,1996-01-02,,False,0000056873,anchors,今日對照
KRB,,1996-01-02,2006-01-03,True,,,no display_name recorded; ticker not in anchors nor current map
KRFT,,2012-10-02,2015-07-06,True,0001545158,edgar_full_text_search,"全文檢索:成分期 2012-10-02~2015-07-06 內 50/60 份 10-K/10-Q 印有代號 KRFT,全屬 0001545158(Kraft Foods Group, Inc.);該 CIK 申報期 2012-04-02~2016-02-23 覆蓋成分期"
KRI,,1996-01-02,2006-06-28,True,,,no display_name recorded; ticker not in anchors nor current map
KSE,,2000-08-21,2007-08-27,True,,,no display_name recorded; ticker not in anchors nor current map
KSS,,1998-08-14,2020-09-21,True,0000885639,anchors,今日對照·已核實
KSU,,1999-04-05,2021-12-14,True,0000054480,edgar_full_text_search,"全文檢索:成分期 1999-04-05~2021-12-14 內 60/100 份 10-K/10-Q 印有代號 KSU,全屬 0000054480(KANSAS CITY SOUTHERN);該 CIK 申報期 1994-02-09~2023-04-24 覆蓋成分期"
KVUE,Kenvue,2023-08-25,,False,0001944048,anchors,今日對照
KWP,,1996-01-02,1999-11-16,True,,,no display_name recorded; ticker not in anchors nor current map
L,Loews Corporation,1996-01-02,,False,0000060086,anchors,今日對照
LB,,1996-01-02,2021-08-03,True,0000701985,anchors,人手辨明
LDG,,1996-01-02,2001-07-02,True,,,no display_name recorded; ticker not in anchors nor current map
LDOS,Leidos,2009-12-21,,False,0001336920,anchors,今日對照
LDW.B,,1996-01-02,1999-12-08,True,,,no display_name recorded; ticker not in anchors nor current map
LEG,,1999-10-18,2021-12-20,True,0000058492,anchors,今日對照·已核實
LEHMQ,,1998-01-12,2008-09-17,True,,,no display_name recorded; ticker not in anchors nor current map
LEN,Lennar,2005-10-04,,False,0000920760,anchors,今日對照
LH,Labcorp,2004-11-01,,False,0000920148,anchors,今日對照
LHX,L3Harris,2019-06-01,,False,0000202058,anchors,今日對照
LIFE,,2008-11-24,2014-01-24,True,,,no display_name recorded; ticker not in anchors nor current map
LII,Lennox International,2024-12-23,,False,0001069202,anchors,今日對照
LIN,Linde plc,2018-11-06,,False,0001707925,anchors,今日對照
LITE,Lumentum,2026-03-23,,False,0001633978,anchors,今日對照
LKQ,,2016-05-23,2025-12-22,True,0001065696,anchors,同一實體改名·非回收
LLL,,2004-12-01,2019-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
LLTC,,2000-04-03,2017-03-13,True,0000791907,edgar_full_text_search,"全文檢索:成分期 2000-04-03~2017-03-13 內 83/100 份 10-K/10-Q 印有代號 LLTC,全屬 0000791907(LINEAR TECHNOLOGY CORP /CA/);該 CIK 申報期 1994-08-05~2018-02-08 覆蓋成分期"
LLX,,1996-01-02,1997-10-23,True,,,no display_name recorded; ticker not in anchors nor current map
LLY,Lilly (Eli),1996-01-02,,False,0000059478,anchors,今日對照
LM,,2006-04-24,2016-12-02,True,,,no display_name recorded; ticker not in anchors nor current map
LMT,Lockheed Martin,1996-01-02,,False,0000936468,anchors,今日對照
LNC,,1996-01-02,2023-09-18,True,0000059558,anchors,今日對照·已核實
LNT,Alliant Energy,2016-07-01,,False,0000352541,anchors,今日對照
LO,,2008-06-11,2015-06-12,True,,,no display_name recorded; ticker not in anchors nor current map
LOR,,1996-01-02,1996-04-23,True,,,no display_name recorded; ticker not in anchors nor current map
LOW,Lowe's,1996-01-02,,False,0000060667,anchors,今日對照
LPX,,1996-01-02,2006-11-10,True,,,no display_name recorded; ticker not in anchors nor current map
LRCX,Lam Research,2012-06-05,,False,0000707549,anchors,今日對照
LSI,,1996-01-02,2014-05-07,True,,,no display_name recorded; ticker not in anchors nor current map
LU,,1996-10-01,2006-12-01,True,,,no display_name recorded; ticker not in anchors nor current map
LUB,,1996-01-02,1997-01-02,True,,,no display_name recorded; ticker not in anchors nor current map
LULU,Lululemon Athletica,2023-10-18,,False,0001397187,anchors,今日對照
LUMN,,2020-09-18,2023-03-20,True,0000018926,anchors,今日對照·已核實
LUV,Southwest Airlines,1996-01-02,,False,0000092380,anchors,今日對照
LVLT,,2014-11-05,2017-10-13,True,0000794323,edgar_full_text_search,"全文檢索:成分期 2014-11-05~2017-10-13 內 42/43 份 10-K/10-Q 印有代號 LVLT,全屬 0000794323(Level 3 Parent, LLC);該 CIK 申報期 1994-03-25~2026-04-30 覆蓋成分期"
LVS,Las Vegas Sands,2019-10-03,,False,0001300514,anchors,今日對照
LW,,2018-12-03,2026-03-23,True,0001679273,anchors,今日對照·已核實
LXK,,1999-08-13,2012-10-01,True,,,no display_name recorded; ticker not in anchors nor current map
LYB,LyondellBasell,2012-09-05,,False,0001489393,anchors,今日對照
LYV,Live Nation Entertainment,2019-12-23,,False,0001335258,anchors,今日對照
M,,1996-01-02,2020-04-06,True,0000794367,anchors,今日對照·已核實
MA,Mastercard,2008-07-18,,False,0001141391,anchors,今日對照
MAA,Mid-America Apartment Communities,2016-12-02,,False,0000912595,anchors,今日對照
MAC,,2013-05-09,2019-12-23,True,0000912242,anchors,今日對照·已核實
MAR,Marriott International,1998-05-21,,False,0001048286,anchors,今日對照
MAS,Masco,1996-01-02,,False,0000062996,anchors,今日對照
MAT,,1996-01-02,2019-06-07,True,0000063276,anchors,今日對照·已核實
MAY,,1996-01-02,2005-08-29,True,,,no display_name recorded; ticker not in anchors nor current map
MBI,,1996-12-03,2009-12-21,True,,,no display_name recorded; ticker not in anchors nor current map
MCD,McDonald's,1996-01-02,,False,0000063908,anchors,今日對照
MCHP,Microchip Technology,2007-09-07,,False,0000827054,anchors,今日對照
MCIC,,1996-01-02,1998-09-15,True,,,no display_name recorded; ticker not in anchors nor current map
MCK,McKesson Corporation,1999-01-13,,False,0000927653,anchors,今日對照
MCO,Moody's Corporation,1996-01-02,,False,0001059556,anchors,今日對照
MD,,1996-01-02,1997-08-01,True,,,no display_name recorded; ticker not in anchors nor current map
MDLZ,Mondelez International,2007-04-02,,False,0001103982,anchors,今日對照
MDP,,1996-01-02,2011-01-04,True,,,no display_name recorded; ticker not in anchors nor current map
MDR,,1996-01-02,2003-08-20,True,,,no display_name recorded; ticker not in anchors nor current map
MDT,Medtronic,1996-01-02,,False,0001613103,anchors,今日對照
MEA,,1996-01-02,2002-01-30,True,,,no display_name recorded; ticker not in anchors nor current map
MEDI,,2000-06-16,2007-06-01,True,,,no display_name recorded; ticker not in anchors nor current map
MEE,,1996-01-02,2011-06-02,True,0000909992,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2011-06-02 內 74/100 份 10-K/10-Q 印有代號 MEE,全屬 0000909992(BEARD CO /OK);該 CIK 申報期 1996-06-25~2010-12-30 覆蓋成分期"
MEL,,1996-01-02,2007-07-02,True,,,no display_name recorded; ticker not in anchors nor current map
MER,,1996-01-02,2009-01-02,True,,,no display_name recorded; ticker not in anchors nor current map
MERQ,,2000-06-29,2006-01-04,True,,,no display_name recorded; ticker not in anchors nor current map
MET,MetLife,2000-12-11,,False,0001099219,anchors,今日對照
META,Meta Platforms,2022-06-09,,False,0001326801,anchors,今日對照
MFE,,2008-12-23,2011-03-01,True,0000890801,edgar_full_text_search,"全文檢索:成分期 2008-12-23~2011-03-01 內 50/64 份 10-K/10-Q 印有代號 MFE,全屬 0000890801(McAfee, Inc.);該 CIK 申報期 1996-02-23~2011-03-17 覆蓋成分期"
MGM,MGM Resorts,2017-07-26,,False,0000789570,anchors,今日對照
MHK,,2013-12-23,2025-12-22,True,0000851968,anchors,今日對照·已核實
MHS,,2003-08-20,2012-04-02,True,,,no display_name recorded; ticker not in anchors nor current map
MI,,2002-02-11,2011-07-06,True,,,no display_name recorded; ticker not in anchors nor current map
MII,,1996-01-02,1999-06-22,True,,,no display_name recorded; ticker not in anchors nor current map
MIL,,1996-01-02,2010-07-15,True,,,no display_name recorded; ticker not in anchors nor current map
MIR,,1997-08-07,2003-07-17,True,,,no display_name recorded; ticker not in anchors nor current map
MJN,,2009-12-21,2017-06-15,True,0001452575,edgar_full_text_search,"全文檢索:成分期 2009-12-21~2017-06-15 內 61/65 份 10-K/10-Q 印有代號 MJN,全屬 0001452575(Mead Johnson Nutrition Co);該 CIK 申報期 2008-12-19~2018-02-14 覆蓋成分期"
MKC,McCormick & Company,2003-03-21,,False,0000063754,anchors,今日對照
MKG,,1996-01-02,2000-10-18,True,,,no display_name recorded; ticker not in anchors nor current map
MKTX,,2019-07-01,2025-09-22,True,0001278021,anchors,同一實體改名·非回收
MLM,Martin Marietta Materials,2014-07-02,,False,0000916076,anchors,今日對照
MMC,,1996-01-02,2026-01-14,True,0000062709,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2026-01-14 內 87/100 份 10-K/10-Q 印有代號 MMC,全屬 0000062709(MARSH & MCLENNAN COMPANIES, INC.);該 CIK 申報期 1994-01-27~2026-08-18 覆蓋成分期"
MMI,,2011-01-04,2012-05-22,True,,,no display_name recorded; ticker not in anchors nor current map
MMM,3M,1996-01-02,,False,0000066740,anchors,今日對照
MNK,,2014-08-19,2017-07-26,True,0001567892,edgar_full_text_search,"全文檢索:成分期 2014-08-19~2017-07-26 內 33/44 份 10-K/10-Q 印有代號 MNK,全屬 0001567892(Keenova Therapeutics plc);該 CIK 申報期 2013-02-01~2026-08-11 覆蓋成分期"
MNR,,1996-01-02,1998-09-28,True,,,no display_name recorded; ticker not in anchors nor current map
MNST,Monster Beverage,2012-06-29,,False,0000865752,anchors,今日對照
MO,Altria,1996-01-02,,False,0000764180,anchors,今日對照
MOB,,1996-01-02,1999-12-01,True,,,no display_name recorded; ticker not in anchors nor current map
MOH,,2022-03-02,2026-03-23,True,0001179929,anchors,今日對照·已核實
MOLX,,1999-12-01,2013-12-09,True,,,no display_name recorded; ticker not in anchors nor current map
MON,,2002-08-14,2018-06-07,True,,,no display_name recorded; ticker not in anchors nor current map
MOS,Mosaic Company (The),2011-09-26,,False,0001285785,anchors,今日對照
MPC,Marathon Petroleum,2011-07-01,,False,0001510295,anchors,今日對照
MPWR,Monolithic Power Systems,2021-02-12,,False,0001280452,anchors,今日對照
MRK,Merck & Co.,1996-01-02,,False,0000310158,anchors,今日對照
MRNA,Moderna,2021-07-21,,False,0001682852,anchors,今日對照
MRO,,1996-01-02,2024-11-26,True,,,no display_name recorded; ticker not in anchors nor current map
MRSH,Marsh McLennan,2026-01-14,,False,0000062709,anchors,今日對照
MRVL,Marvell Technology,2026-06-22,,False,0001835632,anchors,今日對照
MS,Morgan Stanley,1996-01-02,,False,0000895421,anchors,今日對照
MSCI,MSCI,2018-04-04,,False,0001408198,anchors,今日對照
MSFT,Microsoft,1996-01-02,,False,0000789019,anchors,今日對照
MSI,Motorola Solutions,1996-01-02,,False,0000068505,anchors,今日對照
MST,,1996-01-02,1998-08-14,True,,,no display_name recorded; ticker not in anchors nor current map
MTB,M&T Bank,2004-02-27,,False,0000036270,anchors,今日對照
MTCH,,2021-09-20,2026-03-23,True,0000891103,anchors,今日對照·已核實
MTD,Mettler Toledo,2016-09-06,,False,0001037646,anchors,今日對照
MTG,,1996-07-19,2008-10-31,True,,,no display_name recorded; ticker not in anchors nor current map
MTL,,1998-02-23,1999-09-20,True,,,no display_name recorded; ticker not in anchors nor current map
MTLQQ,,1996-01-02,2009-06-03,True,,,no display_name recorded; ticker not in anchors nor current map
MTW,,2007-11-16,2009-09-01,True,,,no display_name recorded; ticker not in anchors nor current map
MU,Micron Technology,1996-01-02,,False,0000723125,anchors,今日對照
MUR,,2005-08-15,2017-07-26,True,0000717423,anchors,同一實體改名·非回收
MWI,,1996-01-02,1999-05-28,True,,,no display_name recorded; ticker not in anchors nor current map
MWV,,1996-01-02,2015-07-02,True,,,no display_name recorded; ticker not in anchors nor current map
MWW,,2001-06-04,2011-12-19,True,,,no display_name recorded; ticker not in anchors nor current map
MXIM,,2000-05-10,2021-08-30,True,0000743316,edgar_full_text_search,"全文檢索:成分期 2000-05-10~2021-08-30 內 62/78 份 10-K/10-Q 印有代號 MXIM,全屬 0000743316(MAXIM INTEGRATED PRODUCTS INC);該 CIK 申報期 1994-01-21~2021-09-07 覆蓋成分期"
MYG,,1996-01-02,2006-04-03,True,,,no display_name recorded; ticker not in anchors nor current map
MYL,,2004-04-23,2020-11-17,True,,,no display_name recorded; ticker not in anchors nor current map
MZIAQ,,1996-01-02,2000-06-29,True,,,no display_name recorded; ticker not in anchors nor current map
NAE,,1996-01-02,1997-08-07,True,,,no display_name recorded; ticker not in anchors nor current map
NAV,,1996-01-02,2006-12-20,True,,,no display_name recorded; ticker not in anchors nor current map
NAVI,,2014-05-01,2018-06-05,True,0001593538,anchors,今日對照·已核實
NBL,,2007-10-08,2020-10-12,True,0000072207,edgar_full_text_search,"全文檢索:成分期 2007-10-08~2020-10-12 內 82/100 份 10-K/10-Q 印有代號 NBL,全屬 0000072207(NOBLE ENERGY INC);該 CIK 申報期 1994-02-03~2021-05-11 覆蓋成分期"
NBR,,2000-10-18,2015-03-23,True,0001163739,anchors,今日對照·已核實
NC,,1996-01-02,2000-06-05,True,,,no display_name recorded; ticker not in anchors nor current map
NCC,,1996-01-02,2009-01-02,True,,,no display_name recorded; ticker not in anchors nor current map
NCE,,1998-11-03,2000-08-21,True,,,no display_name recorded; ticker not in anchors nor current map
NCLH,Norwegian Cruise Line Holdings,2017-10-13,,False,0001513761,anchors,今日對照
NCR,,2000-01-04,2007-10-01,True,,,no display_name recorded; ticker not in anchors nor current map
NDAQ,"Nasdaq, Inc.",2008-10-22,,False,0001120193,anchors,今日對照
NDSN,Nordson Corporation,2022-02-15,,False,0000072331,anchors,今日對照
NE,,2001-01-16,2015-07-20,True,0001458891,anchors,代號回收·改錨
NEE,NextEra Energy,1996-01-02,,False,0000753308,anchors,今日對照
NEM,Newmont,1996-01-02,,False,0001164727,anchors,今日對照
NFB,,2002-07-17,2006-12-01,True,,,no display_name recorded; ticker not in anchors nor current map
NFLX,Netflix,2010-12-20,,False,0001065280,anchors,今日對照
NFX,,2010-12-20,2019-02-15,True,0000912750,anchors,人手辨明
NGH,,1998-09-16,2000-12-12,True,,,no display_name recorded; ticker not in anchors nor current map
NI,NiSource,2000-11-02,,False,0001111711,anchors,今日對照
NKE,"Nike, Inc.",1996-01-02,,False,0000320187,anchors,今日對照
NKTR,,2018-03-19,2019-10-03,True,0000906709,anchors,今日對照·已核實
NLC,,1996-01-02,1999-08-02,True,,,no display_name recorded; ticker not in anchors nor current map
NLOK,,2019-11-05,2022-11-08,True,0000849399,edgar_full_text_search,"全文檢索:成分期 2019-11-05~2022-11-08 內 15/16 份 10-K/10-Q 印有代號 NLOK,全屬 0000849399(Gen Digital Inc.);該 CIK 申報期 1995-01-30~2026-08-28 覆蓋成分期"
NLSN,,2013-07-09,2022-10-12,True,,,no display_name recorded; ticker not in anchors nor current map
NLV,,1996-04-01,2000-01-06,True,,,no display_name recorded; ticker not in anchors nor current map
NMK,,1996-01-02,2002-02-01,True,,,no display_name recorded; ticker not in anchors nor current map
NOC,Northrop Grumman,1996-01-02,,False,0001133421,anchors,今日對照
NOV,,2005-03-14,2021-09-20,True,0001021860,anchors,今日對照·已核實
NOVL,,1996-01-02,2011-04-28,True,0000758004,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2011-04-28 內 18/22 份 10-K/10-Q 印有代號 NOVL,全屬 0000758004(NOVELL INC);該 CIK 申報期 1994-01-21~2012-02-08 覆蓋成分期"
NOW,ServiceNow,2019-11-21,,False,0001373715,anchors,今日對照
NRG,NRG Energy,2010-01-29,,False,0001013871,anchors,今日對照
NRTLQ,,1996-01-02,2002-07-22,True,,,no display_name recorded; ticker not in anchors nor current map
NSC,Norfolk Southern,1996-01-02,,False,0000702165,anchors,今日對照
NSI,,1996-01-02,2001-12-03,True,,,no display_name recorded; ticker not in anchors nor current map
NSM,,1996-01-02,2011-09-26,True,,,no display_name recorded; ticker not in anchors nor current map
NTAP,NetApp,1999-06-25,,False,0001002047,anchors,今日對照
NTRS,Northern Trust,1998-01-30,,False,0000073124,anchors,今日對照
NUE,Nucor,1996-01-02,,False,0000073309,anchors,今日對照
NVDA,Nvidia,2001-11-30,,False,0001045810,anchors,今日對照
NVLS,,2000-06-19,2012-06-05,True,0000836106,edgar_full_text_search,"全文檢索:成分期 2000-06-19~2012-06-05 內 43/43 份 10-K/10-Q 印有代號 NVLS,全屬 0000836106(NOVELLUS SYSTEMS INC);該 CIK 申報期 1994-02-14~2013-02-14 覆蓋成分期"
NVR,"NVR, Inc.",2019-09-26,,False,0000906163,anchors,今日對照
NWL,,1996-01-02,2023-09-18,True,0000814453,anchors,今日對照·已核實
NWS,News Corp (Class B),2015-09-21,,False,0001564708,sec_current_ticker_map,"still an index member, SEC current map is safe"
NWSA,News Corp (Class A),2013-07-01,,False,0001564708,anchors,今日對照
NXPI,NXP Semiconductors,2021-03-22,,False,0001413447,anchors,今日對照
NXTL,,1998-04-01,2005-08-15,True,,,no display_name recorded; ticker not in anchors nor current map
NYN,,1996-01-02,1997-08-15,True,,,no display_name recorded; ticker not in anchors nor current map
NYT,,1996-01-02,2010-12-20,True,0000071691,submissions_window_overlap,候選 CIK 0000071691(NEW YORK TIMES CO);申報期 1994-02-04~2026-08-14;成分期 1996-01-02~2010-12-20
NYX,,2007-10-25,2013-11-13,True,,,no display_name recorded; ticker not in anchors nor current map
O,Realty Income,2015-04-07,,False,0000726728,anchors,今日對照
OAT,,1996-01-02,2001-08-03,True,,,no display_name recorded; ticker not in anchors nor current map
ODFL,Old Dominion,2019-12-09,,False,0000878927,anchors,今日對照
ODP,,1999-06-24,2010-12-20,True,,,no display_name recorded; ticker not in anchors nor current map
OGN,,2021-06-04,2023-10-18,True,0001821825,anchors,今日對照·已核實
OI,,1997-08-04,2016-12-02,True,0000812074,anchors,同一實體改名·非回收
OK,,1999-12-02,2001-04-02,True,,,no display_name recorded; ticker not in anchors nor current map
OKE,Oneok,1996-01-02,,False,0001039684,anchors,今日對照
OM,,1996-01-02,1996-10-01,True,,,no display_name recorded; ticker not in anchors nor current map
OMC,Omnicom Group,1997-12-24,,False,0000029989,anchors,今日對照
OMX,,1996-01-02,2008-06-23,True,,,no display_name recorded; ticker not in anchors nor current map
ON,ON Semiconductor,2022-06-21,,False,0001097864,anchors,今日對照
ONE,,1996-01-02,2004-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
ORCL,Oracle Corporation,1996-01-02,,False,0001341439,anchors,今日對照
ORLY,O'Reilly Automotive,2009-03-27,,False,0000898173,anchors,今日對照
ORX,,1996-01-02,1999-03-01,True,,,no display_name recorded; ticker not in anchors nor current map
OTIS,Otis Worldwide,2020-04-03,,False,0001781335,anchors,今日對照
OWENQ,,1996-01-02,2000-10-02,True,,,no display_name recorded; ticker not in anchors nor current map
OXY,Occidental Petroleum,1996-01-02,,False,0000797468,anchors,今日對照
PAC,,1996-01-02,1997-04-01,True,,,no display_name recorded; ticker not in anchors nor current map
PALM,,2000-07-28,2002-08-14,True,,,no display_name recorded; ticker not in anchors nor current map
PANW,Palo Alto Networks,2023-06-20,,False,0001327567,anchors,今日對照
PARA,,2022-02-17,2025-08-08,True,0001826011,anchors,今日對照·已核實
PAS,,1996-01-02,1998-01-30,True,,,no display_name recorded; ticker not in anchors nor current map
PAYC,,2020-01-28,2026-03-23,True,0001590955,anchors,今日對照·已核實
PAYX,Paychex,1998-10-01,,False,0000723531,anchors,今日對照
PBCT,,2008-11-13,2022-04-04,True,0001378946,edgar_full_text_search,"全文檢索:成分期 2008-11-13~2022-04-04 內 75/85 份 10-K/10-Q 印有代號 PBCT,全屬 0001378946(People's United Financial, Inc.);該 CIK 申報期 2005-11-02~2023-02-13 覆蓋成分期"
PBG,,2001-05-14,2010-03-01,True,,,no display_name recorded; ticker not in anchors nor current map
PBI,,1996-01-02,2017-03-01,True,0000078814,anchors,今日對照·已核實
PBY,,1996-01-02,2000-04-03,True,,,no display_name recorded; ticker not in anchors nor current map
PCAR,Paccar,1996-01-02,,False,0000075362,anchors,今日對照
PCG,PG&E Corporation,1996-01-02,,False,0001004980,anchors,人手辨明
PCH,,1996-01-02,2001-07-09,True,,,no display_name recorded; ticker not in anchors nor current map
PCL,,2002-01-17,2016-02-22,True,0000849213,anchors,人手辨明
PCP,,2007-06-01,2016-02-01,True,,,no display_name recorded; ticker not in anchors nor current map
PCS,,1998-11-24,2004-04-23,True,,,no display_name recorded; ticker not in anchors nor current map
PD,,1996-01-02,2007-03-20,True,,,no display_name recorded; ticker not in anchors nor current map
PDCO,,2005-10-11,2018-03-19,True,,,no display_name recorded; ticker not in anchors nor current map
PDG,,1996-01-02,2002-07-22,True,,,no display_name recorded; ticker not in anchors nor current map
PEAK,,2019-11-05,2024-03-04,True,,,no display_name recorded; ticker not in anchors nor current map
PEG,Public Service Enterprise Group,1996-01-02,,False,0000788784,anchors,今日對照
PEL,,1996-01-02,1997-06-19,True,,,no display_name recorded; ticker not in anchors nor current map
PENN,,2021-03-22,2022-09-19,True,0000921738,anchors,今日對照·已核實
PEP,PepsiCo,1996-01-02,,False,0000077476,anchors,今日對照
PET,,1996-01-02,1998-06-29,True,,,no display_name recorded; ticker not in anchors nor current map
PETM,,2012-10-05,2015-03-12,True,0000863157,edgar_full_text_search,"全文檢索:成分期 2012-10-05~2015-03-12 內 64/66 份 10-K/10-Q 印有代號 PETM,全屬 0000863157(PETSMART INC);該 CIK 申報期 1994-10-07~2020-05-12 覆蓋成分期"
PFE,Pfizer,1996-01-02,,False,0000078003,anchors,今日對照
PFG,Principal Financial Group,2002-07-22,,False,0001126328,anchors,今日對照
PG,Procter & Gamble,1996-01-02,,False,0000080424,anchors,今日對照
PGL,,1996-01-02,2007-02-22,True,,,no display_name recorded; ticker not in anchors nor current map
PGN,,1996-01-02,2012-07-02,True,,,no display_name recorded; ticker not in anchors nor current map
PGR,Progressive Corporation,1997-08-04,,False,0000080661,anchors,今日對照
PH,Parker Hannifin,1996-01-02,,False,0000076334,anchors,今日對照
PHA,,1996-01-02,2003-04-16,True,,,no display_name recorded; ticker not in anchors nor current map
PHB,,1996-01-02,1999-10-04,True,,,no display_name recorded; ticker not in anchors nor current map
PHM,PulteGroup,1996-01-02,,False,0000822416,anchors,今日對照
PKG,Packaging Corporation of America,2017-07-26,,False,0000075677,anchors,今日對照
PKI,,1996-01-02,2023-05-16,True,,,no display_name recorded; ticker not in anchors nor current map
PLD,Prologis,2003-07-17,,False,0001045609,anchors,今日對照
PLL,,1996-01-02,2015-08-31,True,0000075829,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2015-08-31 內 74/100 份 10-K/10-Q 印有代號 PLL,全屬 0000075829(PALL CORP);該 CIK 申報期 1994-03-11~2015-09-18 覆蓋成分期"
PLTR,Palantir Technologies,2024-09-23,,False,0001321655,anchors,今日對照
PM,Philip Morris International,2008-03-31,,False,0001413329,anchors,今日對照
PMCS,,2001-08-03,2007-07-02,True,,,no display_name recorded; ticker not in anchors nor current map
PMI,,1996-01-02,1996-05-31,True,,,no display_name recorded; ticker not in anchors nor current map
PNC,PNC Financial Services,1996-01-02,,False,0000713676,anchors,今日對照
PNR,Pentair,2012-10-01,,False,0000077360,anchors,今日對照
PNU,,1996-01-02,2000-04-03,True,,,no display_name recorded; ticker not in anchors nor current map
PNW,Pinnacle West Capital,1999-10-04,,False,0000764622,anchors,今日對照
PODD,Insulet Corporation,2023-03-15,,False,0001145197,anchors,今日對照
POM,,2007-11-09,2016-03-24,True,0001135971,anchors,人手辨明
POOL,,2020-10-07,2026-06-22,True,0000945841,anchors,今日對照·已核實
PPG,PPG Industries,1996-01-02,,False,0000079879,anchors,今日對照
PPL,PPL Corporation,1996-01-02,,False,0000922224,anchors,今日對照
PPW,,1996-01-02,1999-11-30,True,,,no display_name recorded; ticker not in anchors nor current map
PRD,,1996-01-02,2000-12-12,True,,,no display_name recorded; ticker not in anchors nor current map
